iteration_no,link_id,from_node_id,to_node_id,volume,ref_volume,base_volume,obs_volume,capacity,D,doc,fftt,travel_time,VDF_alpha,VDF_beta,VDF_plf,speed_mph,speed_kmph,VMT,VHT,PMT,PHT,VHT_QVDF,PHT_QVDF,geometry,mod_vol_auto,P,t0,t2,t3,vt2_mph,vt2_kmph,mu,Q_gamma,free_speed_mph,cutoff_speed_mph,free_speed_kmph,cutoff_speed_kmph,congestion_ref_speed_mph,avg_queue_speed_mph,avg_QVDF_period_speed_mph,congestion_ref_speed_kmph,avg_queue_speed_kmph,avg_QVDF_period_speed_kmph,avg_QVDF_period_travel_time,Severe_Congestion_P,spd_mph_07:00,spd_mph_07:05,spd_mph_07:10,spd_mph_07:15,spd_mph_07:20,spd_mph_07:25,spd_mph_07:30,spd_mph_07:35,spd_mph_07:40,spd_mph_07:45,spd_mph_07:50,spd_mph_07:55,
40,11,11,557,10551.0600,10551.0600,0.0000,-1.0000,49500.0000,10551.0600,0.2132,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.7613106701093 41.896423880273225, -87.74940517045968 41.90542610649944)",10551.060000,0.213153,7.393424,7.500000,7.606576,44.973889,72.362988,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,56.802709,56.785126,58.056851,91.395559,91.367268,93.413473,0.000000,0.000000,60.000,59.323,58.646,57.968,57.291,-nan(ind),-nan(ind),-nan(ind),57.291,57.968,58.646,59.323,
40,12,12,558,6985.7800,6985.7800,0.0000,-1.0000,49500.0000,6985.7800,0.1411,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.72559417116042 41.90182521600896, -87.7136886715108 41.910827442235174)",6985.780000,0.141127,7.429437,7.500000,7.570563,44.994980,72.396923,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.883097,57.879653,58.791687,93.133903,93.128362,94.595824,0.000000,0.000000,60.000,59.589,59.178,58.768,58.357,57.946,-nan(ind),57.946,58.357,58.768,59.178,59.589,
40,13,13,559,9401.4800,9401.4800,0.0000,-1.0000,49500.0000,9401.4800,0.1899,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.71964142133561 41.87211786946244, -87.70773592168598 41.88112009568866)",9401.480000,0.189929,7.405036,7.500000,7.594964,44.983537,72.378511,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.151067,57.139914,58.302868,91.956066,91.938121,93.809314,0.000000,0.000000,60.000,59.414,58.828,58.242,57.655,-nan(ind),-nan(ind),-nan(ind),57.655,58.242,58.828,59.414,
40,14,14,560,14763.6900,14763.6900,0.0000,-1.0000,49500.0000,14763.6900,0.2983,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.7136886715108 41.92973211731022, -87.70178317186117 41.93873434353644)",14763.690000,0.298256,7.350872,7.500000,7.649128,44.900069,72.244212,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,55.526155,55.460323,57.076266,89.341583,89.235660,91.835712,0.000000,0.000000,60.000,58.937,57.875,56.812,55.750,-nan(ind),-nan(ind),-nan(ind),55.750,56.812,57.875,58.937,
40,15,15,561,8934.7200,8934.7200,0.0000,-1.0000,49500.0000,8934.7200,0.1805,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.68035327249183 41.903625661254196, -87.6684477728422 41.91262788748041)",8934.720000,0.180499,7.409750,7.500000,7.590250,44.986570,72.383391,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.292509,57.283389,58.400258,92.183647,92.168972,93.966015,0.000000,0.000000,60.000,59.449,58.899,58.348,57.797,-nan(ind),-nan(ind),-nan(ind),57.797,58.348,58.899,59.449,
40,16,16,562,10301.0100,10301.0100,0.0000,-1.0000,49500.0000,10301.0100,0.2081,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.6684477728422 41.87571875995293, -87.65654227319257 41.88472098617915)",10301.010000,0.208101,7.395949,7.500000,7.604051,44.976277,72.366829,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,56.878482,56.862486,58.111116,91.517477,91.491739,93.500786,0.000000,0.000000,60.000,59.343,58.686,58.029,57.372,-nan(ind),-nan(ind),-nan(ind),57.372,58.029,58.686,59.343,
40,17,17,563,9098.5500,9098.5500,0.0000,-1.0000,49500.0000,9098.5500,0.1838,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.63749347375317 41.90182521600896, -87.62558797410354 41.910827442235174)",9098.550000,0.183809,7.408095,7.500000,7.591905,44.985558,72.381762,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.242864,57.233064,58.366237,92.103768,92.088000,93.911276,0.000000,0.000000,60.000,59.437,58.874,58.311,57.748,-nan(ind),-nan(ind),-nan(ind),57.748,58.311,58.874,59.437,
40,18,18,564,9300.7400,9300.7400,0.0000,-1.0000,49500.0000,9300.7400,0.1879,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.6303501739634 41.88021987306604, -87.61844467431376 41.889222099292255)",9300.740000,0.187894,7.406053,7.500000,7.593947,44.984231,72.379628,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.181594,57.170905,58.324008,92.005185,91.987987,93.843329,0.000000,0.000000,60.000,59.422,58.843,58.265,57.686,-nan(ind),-nan(ind),-nan(ind),57.686,58.265,58.843,59.422,
40,19,19,565,2624.6100,2624.6100,0.0000,-1.0000,49500.0000,2624.6100,0.0530,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.62558797410354 41.85861453012312, -87.61368247445391 41.867616756349335)",2624.610000,0.053022,7.473489,7.500000,7.526511,44.999900,72.404839,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,59.204664,59.204593,59.581243,95.260304,95.260191,95.866220,0.000000,0.000000,60.000,59.860,59.720,59.580,59.440,59.300,-nan(ind),59.300,59.440,59.580,59.720,59.860,
40,20,20,566,7707.9500,7707.9500,0.0000,-1.0000,49500.0000,7707.9500,0.1557,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.71726032140567 41.84061007767069, -87.70535482175605 41.849612303896905)",7707.950000,0.155716,7.422142,7.500000,7.577858,44.992560,72.393029,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.664258,57.659173,58.649481,92.781790,92.773609,94.367014,0.000000,0.000000,60.000,59.539,59.078,58.617,58.156,57.695,-nan(ind),57.695,58.156,58.617,59.078,59.539,
40,21,21,567,4696.1700,4696.1700,0.0000,-1.0000,49500.0000,4696.1700,0.0949,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.67082887277213 41.85411341701001, -87.6589233731225 41.86311564323623)",4696.170000,0.094872,7.452564,7.500000,7.547436,44.998975,72.403350,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.576918,58.576206,59.220886,94.250261,94.249116,95.286406,0.000000,0.000000,60.000,59.738,59.476,59.214,58.952,58.690,-nan(ind),58.690,58.952,59.214,59.476,59.738,
40,22,22,568,3370.8200,3370.8200,0.0000,-1.0000,49500.0000,3370.8200,0.0681,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.62201632420866 41.83610896455758, -87.61011082455903 41.8451111907838)",3370.820000,0.068097,7.465951,7.500000,7.534049,44.999728,72.404562,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.978539,58.978349,59.454477,94.896470,94.896164,95.662254,0.000000,0.000000,60.000,59.817,59.635,59.452,59.269,59.087,-nan(ind),59.087,59.269,59.452,59.635,59.817,
40,23,23,569,12667.8300,12667.8300,0.0000,-1.0000,49500.0000,12667.8300,0.2559,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.66249502301739 41.823505847840885, -87.65058952336776 41.8325080740671)",12667.830000,0.255916,7.372042,7.500000,7.627958,44.945779,72.317758,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,56.161264,56.125153,57.580194,90.363473,90.305371,92.646532,0.000000,0.000000,60.000,59.140,58.280,57.420,56.561,-nan(ind),-nan(ind),-nan(ind),56.561,57.420,58.280,59.140,
40,24,24,570,6010.9200,6010.9200,0.0000,-1.0000,49500.0000,6010.9200,0.1214,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.7136886715108 41.81900473472778, -87.70178317186117 41.82800696095399)",6010.920000,0.121433,7.439284,7.500000,7.560716,44.997248,72.400572,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.178509,58.176612,58.978430,93.609221,93.606168,94.896294,0.000000,0.000000,60.000,59.654,59.309,58.963,58.618,58.272,-nan(ind),58.272,58.618,58.963,59.309,59.654,
40,25,25,571,5993.2100,5993.2100,0.0000,-1.0000,49500.0000,5993.2100,0.1211,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.76964451986404 41.78929738818126, -87.75773902021442 41.798299614407476)",5993.210000,0.121075,7.439463,7.500000,7.560537,44.997280,72.400624,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.183876,58.182000,58.981767,93.617856,93.614839,94.901663,0.000000,0.000000,60.000,59.656,59.311,58.967,58.622,58.278,-nan(ind),58.278,58.622,58.967,59.311,59.656,
40,26,26,572,12936.8300,12936.8300,0.0000,-1.0000,49500.0000,12936.8300,0.2614,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.7101170216159 41.78209560720029, -87.69821152196627 41.791097833426505)",12936.830000,0.261350,7.369325,7.500000,7.630675,44.941031,72.310118,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,56.079748,56.040531,57.517346,90.232315,90.169214,92.545409,0.000000,0.000000,60.000,59.115,58.231,57.346,56.462,-nan(ind),-nan(ind),-nan(ind),56.462,57.346,58.231,59.115,
40,27,27,573,7749.4900,7749.4900,0.0000,-1.0000,49500.0000,7749.4900,0.1566,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.6589233731225 41.7784947167098, -87.64701787347288 41.787496942936016)",7749.490000,0.156555,7.421722,7.500000,7.578278,44.992398,72.392769,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.651670,57.646475,58.641200,92.761537,92.753179,94.353690,0.000000,0.000000,60.000,59.536,59.072,58.608,58.144,57.680,-nan(ind),57.680,58.144,58.608,59.072,59.536,
40,28,28,574,8700.3600,8700.3600,0.0000,-1.0000,49500.0000,8700.3600,0.1758,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.61368247445391 41.80640161801107, -87.6017769748043 41.81540384423729)",8700.360000,0.175765,7.412118,7.500000,7.587882,44.987924,72.385570,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.363527,57.355316,58.448621,92.297915,92.284704,94.043831,0.000000,0.000000,60.000,59.467,58.934,58.401,57.868,-nan(ind),-nan(ind),-nan(ind),57.868,58.401,58.934,59.467,
40,29,29,575,14581.2400,14581.2400,0.0000,-1.0000,49500.0000,14581.2400,0.2946,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.6017769748043 41.76409115474786, -87.58987147515467 41.773093380974075)",14581.240000,0.294571,7.352715,7.500000,7.647285,44.904908,72.251997,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,55.581442,55.518739,57.121462,89.430541,89.329652,91.908433,0.000000,0.000000,60.000,58.956,57.912,56.868,55.824,-nan(ind),-nan(ind),-nan(ind),55.824,56.868,57.912,58.956,
40,30,30,576,5416.9700,5416.9700,0.0000,-1.0000,49500.0000,5416.9700,0.1094,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.71130757158086 41.74698692491805, -87.69940207193123 41.75598915114426)",5416.970000,0.109434,7.445283,7.500000,7.554717,44.998185,72.402080,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.358494,58.357239,59.089292,93.898817,93.896797,95.074670,0.000000,0.000000,60.000,59.693,59.386,59.078,58.771,58.464,-nan(ind),58.464,58.771,59.078,59.386,59.693,
40,31,31,577,7838.8600,7838.8600,0.0000,-1.0000,49500.0000,7838.8600,0.1584,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.65416117326265 41.73528403082397, -87.64225567361302 41.744286257050184)",7838.860000,0.158361,7.420820,7.500000,7.579180,44.992042,72.392195,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.624588,57.619152,58.623347,92.717962,92.709216,94.324965,0.000000,0.000000,60.000,59.530,59.059,58.589,58.118,57.648,-nan(ind),57.648,58.118,58.589,59.059,59.530,
40,32,32,578,7900.6500,7900.6500,0.0000,-1.0000,49500.0000,7900.6500,0.1596,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.67797217256191 41.7028760164096, -87.66606667291228 41.71187824263581)",7900.650000,0.159609,7.420195,7.500000,7.579805,44.991788,72.391787,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.605864,57.600256,58.610974,92.687835,92.678813,94.305057,0.000000,0.000000,60.000,59.525,59.050,58.576,58.101,57.626,-nan(ind),57.626,58.101,58.576,59.050,59.525,
40,33,33,579,4727.4500,4727.4500,0.0000,-1.0000,49500.0000,4727.4500,0.0955,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.6208257742437 41.67406889248571, -87.60892027459407 41.68307111871192)",4727.450000,0.095504,7.452248,7.500000,7.547752,44.998947,72.403306,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.567439,58.566709,59.215242,94.235010,94.233834,95.277325,0.000000,0.000000,60.000,59.736,59.472,59.208,58.944,58.680,-nan(ind),58.680,58.944,59.208,59.472,59.736,
40,34,34,580,6460.1400,6460.1400,0.0000,-1.0000,49500.0000,6460.1400,0.1305,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.61963522427872 41.71187824263581, -87.6077297246291 41.72088046886203)",6460.140000,0.130508,7.434746,7.500000,7.565254,44.996329,72.399093,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.042382,58.039856,58.893119,93.390192,93.386129,94.759028,0.000000,0.000000,60.000,59.625,59.250,58.874,58.499,58.124,-nan(ind),58.124,58.499,58.874,59.250,59.625,
40,35,35,581,5145.6100,5145.6100,0.0000,-1.0000,49500.0000,5145.6100,0.1040,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.5601077260306 41.74158558918232, -87.54820222638097 41.75058781540854)",5145.610000,0.103952,7.448024,7.500000,7.551976,44.998522,72.402622,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.440724,58.439701,59.139211,94.031125,94.029478,95.154991,0.000000,0.000000,60.000,59.710,59.420,59.130,58.840,58.550,-nan(ind),58.550,58.840,59.130,59.420,59.710,
40,36,36,582,6100.8700,6100.8700,0.0000,-1.0000,49500.0000,6100.8700,0.1232,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.5565360761357 41.68757223182503, -87.54463057648607 41.696574458051245)",6100.870000,0.123250,7.438375,7.500000,7.561625,44.997080,72.400301,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,58.151252,58.149239,58.961449,93.565364,93.562125,94.868971,0.000000,0.000000,60.000,59.649,59.297,58.946,58.594,58.243,-nan(ind),58.243,58.594,58.946,59.297,59.649,
40,37,37,583,1148.8100,1148.8100,0.0000,-1.0000,49500.0000,1148.8100,0.0232,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-87.90774831579972 41.98194502942227, -87.8958428161501 41.990947255648486)",1148.810000,0.023208,7.488396,7.500000,7.511604,44.999996,72.404994,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,59.651876,59.651873,59.821898,95.979868,95.979864,96.253434,0.000000,0.000000,60.000,59.941,59.881,59.822,59.762,59.703,-nan(ind),59.703,59.762,59.822,59.881,59.941,
40,38,38,584,2228.4800,2228.4800,0.0000,-1.0000,49500.0000,2228.4800,0.0450,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-88.17562205791636 42.114277754947636, -88.16371655826673 42.12327998117385)",2228.480000,0.045020,7.477490,7.500000,7.522510,44.999948,72.404916,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,59.324703,59.324666,59.647149,95.453447,95.453388,95.972263,0.000000,0.000000,60.000,59.882,59.764,59.646,59.529,59.411,-nan(ind),59.411,59.529,59.646,59.764,59.882,
40,39,39,585,6737.8600,6737.8600,0.0000,-1.0000,49500.0000,6737.8600,0.1361,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-88.03394661208578 42.13408265264531, -88.02204111243616 42.14308487887153)",6737.860000,0.136118,7.431941,7.500000,7.568059,44.995656,72.398010,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.958224,57.955240,58.839744,93.254783,93.249981,94.673149,0.000000,0.000000,60.000,59.606,59.212,58.818,58.424,58.030,-nan(ind),58.030,58.424,58.818,59.212,59.606,
40,40,40,586,1866.6600,1866.6600,0.0000,-1.0000,49500.0000,1866.6600,0.0377,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-88.09347411033391 42.13408265264531, -88.0815686106843 42.14308487887153)",1866.660000,0.037710,7.481145,7.500000,7.518855,44.999974,72.404959,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,59.434345,59.434327,59.706507,95.629862,95.629833,96.067769,0.000000,0.000000,60.000,59.902,59.804,59.706,59.608,59.510,-nan(ind),59.510,59.608,59.706,59.804,59.902,
40,41,41,587,8069.7400,8069.7400,0.0000,-1.0000,49500.0000,8069.7400,0.1630,0.0000,0.0000,0.1500,4.0000,1.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"LINESTRING (-88.03394661208578 42.09087196675948, -88.02204111243616 42.099874192985695)",8069.740000,0.163025,7.418487,7.500000,7.581513,44.991062,72.390619,49500.000000,0.000000,60.000000,45.000000,96.540000,72.405000,57.554624,57.548527,58.576989,92.605390,92.595580,94.250376,0.000000,0.000000,60.000,59.513,59.026,58.539,58.052,57.565,-nan(ind),57.565,58.052,58.539,59.026,59.513,
